#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-3C7412B6098CEF2-1DC787F1F19F00D7
#datatype	hitsConcise Results
#status	0
#Start time	2022-04-21T02:14:00	Run time	0:00:28:52
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#973 - >973	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#974 - >974	specific	214815	403	460	2.81408e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#975 - >975	specific	214815	68	125	1.93784e-33	114.891	smart00774	WRKY	 - 	cl03892
Q#976 - >976	specific	214815	391	448	2.0814e-34	124.136	smart00774	WRKY	 - 	cl03892
Q#976 - >976	specific	214815	219	274	1.75078e-31	116.047	smart00774	WRKY	 - 	cl03892
Q#977 - >977	specific	214815	182	236	3.01471e-30	109.498	smart00774	WRKY	 - 	cl03892
Q#978 - >978	specific	397294	229	287	1.51993e-35	124.891	pfam03106	WRKY	 - 	cl03892
Q#979 - >979	specific	214815	1227	1286	2.75117e-26	102.565	smart00774	WRKY	 - 	cl03892
Q#979 - >979	superfamily	395745	407	640	1.35655e-16	80.8864	cl26397	NB-ARC superfamily	 - 	 - 
Q#979 - >979	superfamily	215633	205	426	1.02937e-09	63.355	cl33662	PLN03210 superfamily	NC	 - 
Q#979 - >979	superfamily	215061	783	1186	2.42868e-06	52.1576	cl33413	PLN00113 superfamily	C	 - 
Q#980 - >980	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#981 - >981	specific	214815	162	218	1.7991e-31	114.121	smart00774	WRKY	 - 	cl03892
Q#982 - >982	specific	214815	147	205	9.73259e-34	117.588	smart00774	WRKY	 - 	cl03892
Q#983 - >983	specific	214815	247	305	2.94051e-34	119.514	smart00774	WRKY	 - 	cl03892
Q#983 - >983	specific	402248	204	245	1.50187e-12	60.9751	pfam10533	Plant_zn_clust	 - 	cl11166
Q#984 - >984	specific	397294	146	214	7.26889e-29	105.246	pfam03106	WRKY	 - 	cl03892
Q#985 - >985	specific	404788	582	693	4.43441e-32	120.745	pfam13962	PGG	 - 	cl16503
Q#985 - >985	specific	404788	9	119	2.91406e-31	118.434	pfam13962	PGG	 - 	cl16503
Q#985 - >985	specific	404788	190	301	1.46699e-28	110.73	pfam13962	PGG	 - 	cl16503
Q#985 - >985	specific	404788	429	519	1.33981e-19	84.9213	pfam13962	PGG	 - 	cl16503
Q#985 - >985	superfamily	404788	776	848	1.01807e-14	71.0541	cl16503	PGG superfamily	C	 - 
Q#986 - >986	specific	214815	123	188	5.00281e-25	94.4756	smart00774	WRKY	 - 	cl03892
Q#987 - >987	specific	397294	34	93	5.69978e-28	99.8534	pfam03106	WRKY	 - 	cl03892
Q#988 - >988	specific	214815	136	196	2.15911e-22	87.542	smart00774	WRKY	 - 	cl03892
Q#989 - >989	specific	214815	192	250	1.88189e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#990 - >990	specific	215412	48	645	0	1026.56	PLN02769	PLN02769	 - 	cl30823
Q#991 - >991	specific	214815	409	466	9.16384e-37	130.684	smart00774	WRKY	 - 	cl03892
Q#991 - >991	specific	397294	237	291	1.74356e-31	116.032	pfam03106	WRKY	 - 	cl03892
Q#992 - >992	superfamily	227438	344	627	5.42523e-08	56.1802	cl34906	RNA14 superfamily	C	 - 
Q#992 - >992	specific	214642	121	153	7.2025e-05	40.225	smart00386	HAT	 - 	cl02592
Q#992 - >992	superfamily	421384	31	185	0.000168212	44.567	cl26712	U3_assoc_6 superfamily	C	 - 
Q#992 - >992	superfamily	111114	223	251	0.000554599	37.9304	cl03482	HAT superfamily	 - 	 - 
Q#993 - >993	specific	214815	198	254	7.12038e-31	111.424	smart00774	WRKY	 - 	cl03892
Q#994 - >994	specific	214815	175	232	3.80423e-36	122.21	smart00774	WRKY	 - 	cl03892
Q#995 - >995	specific	214815	152	212	5.93302e-34	118.743	smart00774	WRKY	 - 	cl03892
Q#996 - >996	specific	397294	148	203	1.91284e-32	115.261	pfam03106	WRKY	 - 	cl03892
Q#997 - >997	specific	214815	240	298	2.35017e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#998 - >998	specific	214815	51	112	7.67283e-32	111.81	smart00774	WRKY	 - 	cl03892
Q#999 - >999	specific	214815	335	392	1.01524e-36	128.758	smart00774	WRKY	 - 	cl03892
Q#999 - >999	specific	214815	179	234	2.88283e-32	116.817	smart00774	WRKY	 - 	cl03892
Q#1000 - >1000	specific	397294	114	174	4.37139e-28	102.165	pfam03106	WRKY	 - 	cl03892
Q#1001 - >1001	specific	214815	139	200	3.43213e-31	111.81	smart00774	WRKY	 - 	cl03892
Q#1002 - >1002	specific	397294	522	576	9.06525e-31	114.876	pfam03106	WRKY	 - 	cl03892
Q#1002 - >1002	specific	214815	752	827	4.77505e-27	104.491	smart00774	WRKY	 - 	cl03892
Q#1003 - >1003	specific	397294	239	295	9.46454e-34	117.573	pfam03106	WRKY	 - 	cl03892
Q#1004 - >1004	specific	397294	146	214	7.26889e-29	105.246	pfam03106	WRKY	 - 	cl03892
Q#1005 - >1005	specific	214815	43	104	2.54774e-28	101.409	smart00774	WRKY	 - 	cl03892
Q#1006 - >1006	specific	214815	306	362	2.5184e-34	123.751	smart00774	WRKY	 - 	cl03892
Q#1007 - >1007	specific	214815	135	197	2.30662e-30	109.884	smart00774	WRKY	 - 	cl03892
Q#1008 - >1008	specific	215412	1	643	0	1033.88	PLN02769	PLN02769	 - 	cl30823
Q#1009 - >1009	specific	397294	239	295	9.46454e-34	117.573	pfam03106	WRKY	 - 	cl03892
Q#1010 - >1010	specific	396785	10	140	2.0933e-25	101.348	pfam02365	NAM	 - 	cl03558
Q#1011 - >1011	specific	214815	383	437	2.72366e-29	109.498	smart00774	WRKY	 - 	cl03892
Q#1011 - >1011	superfamily	227489	25	181	1.41413e-08	57.2261	cl27325	ULP1 superfamily	N	 - 
Q#1012 - >1012	specific	214815	205	262	4.76141e-34	120.284	smart00774	WRKY	 - 	cl03892
Q#1014 - >1014	specific	214815	139	196	1.44739e-35	120.669	smart00774	WRKY	 - 	cl03892
Q#1015 - >1015	superfamily	173412	39	325	1.13497e-19	96.3634	cl31754	PTZ00121 superfamily	NC	 - 
Q#1016 - >1016	specific	214815	132	189	1.34448e-38	130.299	smart00774	WRKY	 - 	cl03892
Q#1017 - >1017	specific	214815	143	201	7.45151e-34	118.358	smart00774	WRKY	 - 	cl03892
Q#1018 - >1018	specific	214815	132	192	2.41949e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#1019 - >1019	specific	214815	320	378	2.16828e-37	129.144	smart00774	WRKY	 - 	cl03892
Q#1019 - >1019	specific	402248	283	318	2.01425e-09	52.5007	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1020 - >1020	specific	397294	147	215	1.25698e-28	104.476	pfam03106	WRKY	 - 	cl03892
Q#1021 - >1021	specific	214815	128	185	8.98815e-36	119.899	smart00774	WRKY	 - 	cl03892
Q#1022 - >1022	specific	214815	295	348	1.42551e-32	116.047	smart00774	WRKY	 - 	cl03892
Q#1022 - >1022	specific	402248	258	293	4.61143e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1023 - >1023	specific	214815	95	152	7.56664e-33	111.81	smart00774	WRKY	 - 	cl03892
Q#1024 - >1024	specific	214815	864	924	2.62968e-28	107.958	smart00774	WRKY	 - 	cl03892
Q#1024 - >1024	superfamily	395745	41	282	7.25477e-24	101.687	cl26397	NB-ARC superfamily	 - 	 - 
Q#1025 - >1025	superfamily	187754	176	268	1.44e-12	65.8116	cl39120	AMN1 superfamily	NC	 - 
Q#1025 - >1025	specific	403981	83	118	0.000341889	37.4637	pfam12937	F-box-like	C	cl02535
Q#1026 - >1026	specific	214815	203	260	1.48293e-32	116.817	smart00774	WRKY	 - 	cl03892
Q#1027 - >1027	specific	214815	53	111	2.27173e-22	83.69	smart00774	WRKY	 - 	cl03892
Q#1028 - >1028	specific	214815	136	193	2.00598e-33	115.276	smart00774	WRKY	 - 	cl03892
Q#1029 - >1029	superfamily	419665	104	375	4.74774e-80	247.956	cl21453	PKc_like superfamily	 - 	 - 
Q#1030 - >1030	specific	214815	280	337	1.00889e-34	125.292	smart00774	WRKY	 - 	cl03892
Q#1031 - >1031	specific	214815	140	201	5.25442e-31	111.424	smart00774	WRKY	 - 	cl03892
Q#1032 - >1032	specific	212164	13	269	3.22222e-76	238.862	cd11650	AT4G37440_like	 - 	cl17008
Q#1033 - >1033	specific	214815	130	189	2.57757e-36	124.521	smart00774	WRKY	 - 	cl03892
Q#1034 - >1034	superfamily	413846	1	22	7.56872e-08	48.2516	cl03892	WRKY superfamily	NC	 - 
Q#1035 - >1035	specific	214815	145	207	3.69101e-27	100.639	smart00774	WRKY	 - 	cl03892
Q#1036 - >1036	specific	398722	179	221	3.43704e-21	87.2164	pfam05182	Fip1	 - 	cl02162
Q#1037 - >1037	specific	214815	250	306	5.22244e-33	119.514	smart00774	WRKY	 - 	cl03892
Q#1039 - >1039	specific	214815	102	173	8.9851e-25	94.4756	smart00774	WRKY	 - 	cl03892
Q#1040 - >1040	specific	396290	1	133	9.33642e-63	198.282	pfam01650	Peptidase_C13	N	cl00042
Q#1040 - >1040	specific	411051	161	277	4.04125e-24	93.8943	cd21115	legumain_C	 - 	cl41234
Q#1041 - >1041	specific	397294	414	469	6.37195e-34	122.58	pfam03106	WRKY	 - 	cl03892
Q#1041 - >1041	specific	397294	246	300	1.83274e-29	110.254	pfam03106	WRKY	 - 	cl03892
Q#1042 - >1042	specific	214815	198	256	6.39019e-34	119.899	smart00774	WRKY	 - 	cl03892
Q#1043 - >1043	specific	396785	10	139	1.5157e-25	101.733	pfam02365	NAM	 - 	cl03558
Q#1044 - >1044	specific	405121	614	713	1.64159e-22	92.697	pfam14372	DUF4413	 - 	cl16834
Q#1044 - >1044	specific	399013	758	840	7.26288e-21	87.3169	pfam05699	Dimer_Tnp_hAT	 - 	cl05324
Q#1044 - >1044	specific	397294	62	117	6.19573e-13	64.0299	pfam03106	WRKY	 - 	cl03892
Q#1044 - >1044	specific	214746	237	283	9.35112e-10	54.7412	smart00614	ZnF_BED	 - 	cl02703
Q#1045 - >1045	specific	397294	328	384	5.9719e-37	128.358	pfam03106	WRKY	 - 	cl03892
Q#1046 - >1046	specific	214815	312	368	1.06025e-34	124.906	smart00774	WRKY	 - 	cl03892
Q#1047 - >1047	specific	214815	339	396	1.70845e-31	114.506	smart00774	WRKY	 - 	cl03892
Q#1047 - >1047	specific	214815	194	249	3.25816e-27	102.95	smart00774	WRKY	 - 	cl03892
Q#1048 - >1048	specific	214815	102	159	2.87778e-30	106.032	smart00774	WRKY	 - 	cl03892
Q#1049 - >1049	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#1050 - >1050	specific	212164	13	269	3.22222e-76	238.862	cd11650	AT4G37440_like	 - 	cl17008
Q#1051 - >1051	specific	214815	148	205	1.25809e-31	110.269	smart00774	WRKY	 - 	cl03892
Q#1052 - >1052	specific	214815	33	97	1.5177e-25	93.32	smart00774	WRKY	 - 	cl03892
Q#1053 - >1053	specific	214815	125	185	9.68716e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#1054 - >1054	specific	214815	366	423	4.66342e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#1054 - >1054	specific	214815	200	255	2.31887e-30	111.81	smart00774	WRKY	 - 	cl03892
Q#1055 - >1055	specific	214815	126	190	6.71024e-32	113.35	smart00774	WRKY	 - 	cl03892
Q#1056 - >1056	specific	214815	246	304	2.09351e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#1057 - >1057	specific	214815	122	183	7.82633e-29	106.417	smart00774	WRKY	 - 	cl03892
Q#1058 - >1058	specific	214815	121	185	1.11145e-26	98.7128	smart00774	WRKY	 - 	cl03892
Q#1059 - >1059	specific	214815	123	180	8.0822e-39	130.299	smart00774	WRKY	 - 	cl03892
Q#1060 - >1060	superfamily	335237	89	600	0	766.467	cl28725	Methyltransf_29 superfamily	 - 	 - 
Q#1063 - >1063	specific	396785	9	143	4.86148e-28	106.355	pfam02365	NAM	 - 	cl03558
Q#1064 - >1064	specific	214815	250	308	1.44156e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#1065 - >1065	specific	214815	681	743	3.03858e-27	104.491	smart00774	WRKY	 - 	cl03892
Q#1065 - >1065	specific	214815	780	811	1.41967e-12	62.8892	smart00774	WRKY	C	cl03892
Q#1065 - >1065	superfamily	395745	4	93	9.04004e-12	65.8636	cl26397	NB-ARC superfamily	N	 - 
Q#1066 - >1066	specific	214815	97	155	2.605e-35	121.825	smart00774	WRKY	 - 	cl03892
Q#1067 - >1067	specific	397294	129	194	2.97053e-25	96.3866	pfam03106	WRKY	 - 	cl03892
Q#1068 - >1068	specific	214815	93	151	4.9472e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#1069 - >1069	specific	214815	165	223	1.25443e-34	120.669	smart00774	WRKY	 - 	cl03892
Q#1070 - >1070	specific	214815	143	203	3.6902e-34	120.669	smart00774	WRKY	 - 	cl03892
Q#1071 - >1071	specific	397294	131	190	3.09635e-27	101.009	pfam03106	WRKY	 - 	cl03892
Q#1072 - >1072	specific	214815	118	178	2.16028e-35	121.44	smart00774	WRKY	 - 	cl03892
Q#1073 - >1073	specific	214815	384	441	3.43858e-34	123.366	smart00774	WRKY	 - 	cl03892
Q#1073 - >1073	specific	397294	221	275	1.06715e-32	119.113	pfam03106	WRKY	 - 	cl03892
Q#1073 - >1073	superfamily	180887	288	387	0.0043044	39.7408	cl32198	PRK07211 superfamily	N	 - 
Q#1074 - >1074	specific	206652	1327	1575	7.02434e-123	384.362	cd01853	Toc34_like	 - 	cl38936
Q#1076 - >1076	specific	214815	357	413	4.31731e-34	123.366	smart00774	WRKY	 - 	cl03892
Q#1077 - >1077	specific	214815	117	177	5.66969e-34	118.743	smart00774	WRKY	 - 	cl03892
Q#1079 - >1079	superfamily	413846	134	154	7.10283e-09	50.1776	cl03892	WRKY superfamily	C	 - 
Q#1080 - >1080	specific	214815	238	295	1.11307e-34	124.136	smart00774	WRKY	 - 	cl03892
Q#1081 - >1081	specific	214815	33	97	1.5177e-25	93.32	smart00774	WRKY	 - 	cl03892
Q#1082 - >1082	specific	396785	9	147	2.81402e-25	101.348	pfam02365	NAM	 - 	cl03558
Q#1083 - >1083	superfamily	215636	169	523	3.14431e-39	157.346	cl33664	PLN03218 superfamily	NC	 - 
Q#1083 - >1083	specific	404055	517	562	2.6318e-12	61.9955	pfam13041	PPR_2	 - 	cl38385
Q#1083 - >1083	specific	404055	591	633	2.81484e-10	56.2176	pfam13041	PPR_2	 - 	cl38385
Q#1083 - >1083	superfamily	407303	532	682	6.16694e-10	59.7176	cl38513	PPR_long superfamily	 - 	 - 
Q#1084 - >1084	specific	214815	38	163	8.26758e-22	85.2308	smart00774	WRKY	 - 	cl03892
Q#1085 - >1085	specific	214815	69	130	1.75061e-27	101.024	smart00774	WRKY	 - 	cl03892
Q#1087 - >1087	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#1087 - >1087	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#1088 - >1088	specific	214815	192	250	1.88189e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#1089 - >1089	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#1089 - >1089	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#1090 - >1090	specific	396785	8	146	1.44557e-25	98.6511	pfam02365	NAM	 - 	cl03558
Q#1091 - >1091	specific	404074	136	402	9.91779e-101	301.925	pfam13088	BNR_2	 - 	cl21531
Q#1092 - >1092	specific	397294	169	225	3.7501e-32	112.18	pfam03106	WRKY	 - 	cl03892
Q#1092 - >1092	specific	402248	122	165	3.3407e-05	40.1743	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1093 - >1093	specific	214815	174	231	6.65192e-38	130.299	smart00774	WRKY	 - 	cl03892
Q#1094 - >1094	superfamily	421389	12	302	1.06056e-39	141.273	cl26744	TPT superfamily	 - 	 - 
Q#1095 - >1095	specific	214815	176	232	1.19925e-36	126.447	smart00774	WRKY	 - 	cl03892
Q#1096 - >1096	specific	214815	134	191	1.14585e-32	117.202	smart00774	WRKY	 - 	cl03892
Q#1097 - >1097	specific	214815	238	295	2.16365e-34	123.366	smart00774	WRKY	 - 	cl03892
Q#1098 - >1098	specific	214815	106	163	3.40284e-30	106.032	smart00774	WRKY	 - 	cl03892
Q#1099 - >1099	specific	214815	302	358	9.89148e-35	124.906	smart00774	WRKY	 - 	cl03892
Q#1100 - >1100	specific	214815	317	373	2.69968e-34	123.751	smart00774	WRKY	 - 	cl03892
Q#1101 - >1101	superfamily	273381	4838	5429	4.9458e-145	473.67	cl36793	3a0901s04IAP86 superfamily	 - 	 - 
Q#1102 - >1102	specific	214815	136	193	2.00598e-33	115.276	smart00774	WRKY	 - 	cl03892
Q#1103 - >1103	specific	214815	147	205	9.73259e-34	117.588	smart00774	WRKY	 - 	cl03892
Q#1104 - >1104	superfamily	412389	188	492	4.91466e-17	81.7712	cl00459	MIT_CorA-like superfamily	 - 	 - 
Q#1105 - >1105	specific	214815	180	236	3.52796e-31	112.195	smart00774	WRKY	 - 	cl03892
Q#1106 - >1106	specific	214815	204	261	5.71025e-34	119.899	smart00774	WRKY	 - 	cl03892
Q#1107 - >1107	specific	214815	204	261	5.71025e-34	119.899	smart00774	WRKY	 - 	cl03892
Q#1108 - >1108	specific	214815	100	160	2.48109e-34	118.358	smart00774	WRKY	 - 	cl03892
Q#1109 - >1109	specific	214815	369	426	1.14631e-36	130.299	smart00774	WRKY	 - 	cl03892
Q#1110 - >1110	specific	214815	159	216	8.35047e-30	105.646	smart00774	WRKY	 - 	cl03892
Q#1111 - >1111	specific	214815	93	151	5.50514e-36	123.751	smart00774	WRKY	 - 	cl03892
Q#1112 - >1112	specific	214815	175	232	3.80423e-36	122.21	smart00774	WRKY	 - 	cl03892
Q#1113 - >1113	specific	214815	97	155	3.58907e-35	121.825	smart00774	WRKY	 - 	cl03892
Q#1114 - >1114	specific	214815	51	112	4.34232e-32	112.195	smart00774	WRKY	 - 	cl03892
Q#1115 - >1115	specific	214815	69	130	1.58937e-27	101.024	smart00774	WRKY	 - 	cl03892
Q#1116 - >1116	specific	214815	122	183	7.94888e-29	106.417	smart00774	WRKY	 - 	cl03892
Q#1117 - >1117	specific	214815	135	197	2.08485e-30	110.269	smart00774	WRKY	 - 	cl03892
Q#1118 - >1118	specific	397294	114	174	4.67434e-28	102.165	pfam03106	WRKY	 - 	cl03892
Q#1119 - >1119	specific	214815	384	441	3.88152e-34	122.98	smart00774	WRKY	 - 	cl03892
Q#1119 - >1119	specific	397294	221	275	1.21614e-32	118.728	pfam03106	WRKY	 - 	cl03892
Q#1120 - >1120	specific	397294	19	54	1.4723e-15	67.8818	pfam03106	WRKY	N	cl03892
Q#1121 - >1121	superfamily	413846	164	186	5.91591e-11	55.5704	cl03892	WRKY superfamily	C	 - 
Q#1122 - >1122	specific	399123	35	323	3.28967e-128	366.53	pfam05910	DUF868	 - 	cl05466
Q#1123 - >1123	specific	214815	160	216	1.84003e-31	113.736	smart00774	WRKY	 - 	cl03892
Q#1124 - >1124	specific	214815	192	250	1.88189e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#1125 - >1125	specific	214815	176	232	1.19925e-36	126.447	smart00774	WRKY	 - 	cl03892
Q#1126 - >1126	superfamily	371753	55	100	4.77257e-22	90.9866	cl13302	DUF3355 superfamily	C	 - 
Q#1127 - >1127	specific	397294	169	225	3.7501e-32	112.18	pfam03106	WRKY	 - 	cl03892
Q#1127 - >1127	specific	402248	122	165	3.3407e-05	40.1743	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1128 - >1128	specific	371753	55	143	2.56046e-52	176.116	pfam11835	DUF3355	 - 	cl13302
Q#1129 - >1129	superfamily	413846	163	188	2.68382e-11	56.3408	cl03892	WRKY superfamily	C	 - 
Q#1130 - >1130	specific	214815	238	296	2.2975e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#1131 - >1131	specific	214815	341	398	2.89004e-35	126.447	smart00774	WRKY	 - 	cl03892
Q#1132 - >1132	specific	398722	195	237	3.29017e-21	87.2164	pfam05182	Fip1	 - 	cl02162
Q#1133 - >1133	specific	397294	34	93	5.69978e-28	99.8534	pfam03106	WRKY	 - 	cl03892
Q#1134 - >1134	specific	214815	132	192	2.41949e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#1135 - >1135	specific	214815	366	423	5.55706e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#1135 - >1135	specific	214815	200	255	2.75708e-30	111.81	smart00774	WRKY	 - 	cl03892
Q#1136 - >1136	specific	396785	8	142	3.30785e-20	85.9396	pfam02365	NAM	 - 	cl03558
Q#1137 - >1137	specific	396785	9	143	3.21081e-28	108.666	pfam02365	NAM	 - 	cl03558
Q#1138 - >1138	specific	214815	53	111	2.27173e-22	83.69	smart00774	WRKY	 - 	cl03892
Q#1139 - >1139	superfamily	408661	124	220	1.84186e-21	87.6293	cl40899	FANCL_d3 superfamily	 - 	 - 
Q#1139 - >1139	superfamily	418438	229	290	4.85564e-15	68.9945	cl17238	RING_Ubox superfamily	C	 - 
Q#1139 - >1139	superfamily	408660	31	125	8.48157e-12	60.7631	cl40898	FANCL_d2 superfamily	 - 	 - 
Q#1140 - >1140	specific	214815	320	378	2.1006e-37	129.144	smart00774	WRKY	 - 	cl03892
Q#1140 - >1140	specific	402248	283	318	2.09472e-09	52.5007	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1141 - >1141	specific	214815	134	191	1.28272e-38	130.684	smart00774	WRKY	 - 	cl03892
Q#1142 - >1142	specific	214815	902	959	5.36495e-32	118.358	smart00774	WRKY	 - 	cl03892
Q#1142 - >1142	specific	214815	757	812	7.43535e-28	106.802	smart00774	WRKY	 - 	cl03892
Q#1142 - >1142	superfamily	403430	257	437	5.55534e-09	58.0711	cl20451	DUF3598 superfamily	N	 - 
Q#1142 - >1142	superfamily	237057	520	717	0.0066392	40.2443	cl36108	PRK12323 superfamily	NC	 - 
Q#1143 - >1143	specific	397294	306	362	3.9234e-37	128.358	pfam03106	WRKY	 - 	cl03892
Q#1144 - >1144	specific	397294	306	362	3.9234e-37	128.358	pfam03106	WRKY	 - 	cl03892
Q#1145 - >1145	specific	214815	198	256	6.39019e-34	119.899	smart00774	WRKY	 - 	cl03892
Q#1147 - >1147	superfamily	413846	1	22	3.56099e-08	48.2516	cl03892	WRKY superfamily	NC	 - 
Q#1147 - >1147	superfamily	405674	106	165	0.00361076	37.3869	cl20896	CATSPERD superfamily	C	 - 
Q#1148 - >1148	superfamily	400190	305	402	3.42713e-30	118.849	cl06662	RVT_2 superfamily	C	 - 
Q#1149 - >1149	specific	214815	246	304	4.49865e-34	119.128	smart00774	WRKY	 - 	cl03892
Q#1149 - >1149	specific	402248	203	244	2.76844e-12	60.2047	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1150 - >1150	specific	214815	754	811	4.2699e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#1150 - >1150	specific	397294	524	578	8.92197e-31	114.876	pfam03106	WRKY	 - 	cl03892
Q#1151 - >1151	specific	214815	169	226	2.05184e-33	115.276	smart00774	WRKY	 - 	cl03892
Q#1152 - >1152	specific	214815	262	320	2.51208e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#1153 - >1153	specific	397294	223	279	4.91545e-34	118.343	pfam03106	WRKY	 - 	cl03892
Q#1153 - >1153	specific	402248	182	219	3.15905e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1154 - >1154	specific	214815	38	163	7.27798e-22	85.2308	smart00774	WRKY	 - 	cl03892
Q#1155 - >1155	specific	214815	38	163	7.27798e-22	85.2308	smart00774	WRKY	 - 	cl03892
Q#1156 - >1156	specific	214815	250	306	5.22244e-33	119.514	smart00774	WRKY	 - 	cl03892
Q#1157 - >1157	specific	214815	95	152	7.56664e-33	111.81	smart00774	WRKY	 - 	cl03892
Q#1158 - >1158	specific	397294	147	207	1.84116e-27	101.394	pfam03106	WRKY	 - 	cl03892
Q#1159 - >1159	superfamily	227438	344	627	5.42523e-08	56.1802	cl34906	RNA14 superfamily	C	 - 
Q#1159 - >1159	specific	214642	121	153	7.2025e-05	40.225	smart00386	HAT	 - 	cl02592
Q#1159 - >1159	superfamily	421384	31	185	0.000168212	44.567	cl26712	U3_assoc_6 superfamily	C	 - 
Q#1159 - >1159	superfamily	111114	223	251	0.000554599	37.9304	cl03482	HAT superfamily	 - 	 - 
Q#1160 - >1160	specific	214815	117	177	1.95343e-33	117.202	smart00774	WRKY	 - 	cl03892
Q#1161 - >1161	specific	396785	9	144	1.98792e-24	98.2659	pfam02365	NAM	 - 	cl03558
Q#1162 - >1162	specific	214815	351	408	6.62886e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#1162 - >1162	specific	214815	189	246	1.44341e-32	117.973	smart00774	WRKY	 - 	cl03892
Q#1163 - >1163	specific	212164	13	268	4.99742e-72	228.076	cd11650	AT4G37440_like	 - 	cl17008
Q#1164 - >1164	specific	212164	13	268	4.99742e-72	228.076	cd11650	AT4G37440_like	 - 	cl17008
Q#1165 - >1165	superfamily	412377	24	362	2.65534e-113	332.434	cl00437	Zip superfamily	 - 	 - 
Q#1166 - >1166	specific	214815	391	448	2.51994e-34	123.751	smart00774	WRKY	 - 	cl03892
Q#1166 - >1166	specific	214815	219	274	2.07447e-31	115.662	smart00774	WRKY	 - 	cl03892
Q#1167 - >1167	specific	214815	127	186	6.50912e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#1168 - >1168	specific	214815	136	196	2.29996e-22	87.1568	smart00774	WRKY	 - 	cl03892
Q#1169 - >1169	specific	214815	126	190	6.71024e-32	113.35	smart00774	WRKY	 - 	cl03892
Q#1170 - >1170	superfamily	413846	128	148	1.97801e-10	53.6444	cl03892	WRKY superfamily	C	 - 
Q#1171 - >1171	specific	214815	134	191	1.4974e-34	117.202	smart00774	WRKY	 - 	cl03892
Q#1172 - >1172	specific	214815	200	257	2.406e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#1173 - >1173	specific	214815	365	421	4.50339e-34	123.366	smart00774	WRKY	 - 	cl03892
Q#1174 - >1174	specific	214815	105	165	1.55107e-35	121.44	smart00774	WRKY	 - 	cl03892
Q#1175 - >1175	specific	214815	187	243	2.67208e-31	114.891	smart00774	WRKY	 - 	cl03892
